Check failed for (fp64): alpha = -6.27690212187241; beta = -1.5692255304681; diff = 2.8421709430404e-14; -999/1000
Check failed for (fp64): alpha = -4.04637133782365; beta = -1.01159283445591; diff = 2.35922392732846e-16; -644/1000
Check failed for (fp64): alpha = -4.04008815251647; beta = -1.01002203812912; diff = 2.63677968348475e-16; -643/1000
Check failed for (fp64): alpha = -4.03380496720929; beta = -1.00845124180232; diff = 1.80411241501588e-16; -642/1000
Check failed for (fp64): alpha = -4.01495541128776; beta = -1.00373885282194; diff = 2.4980018054066e-16; -639/1000
Check failed for (fp64): alpha = -4.00867222598058; beta = -1.00216805649514; diff = 2.22044604925031e-16; -638/1000
Check failed for (fp64): alpha = -3.98353948475186; beta = -0.995884871187964; diff = 1.38777878078145e-16; -634/1000
Check failed for (fp64): alpha = -3.97725629944468; beta = -0.99431407486117; diff = 1.38777878078145e-16; -633/1000
Check failed for (fp64): alpha = -3.95840674352314; beta = -0.989601685880785; diff = 2.77555756156289e-16; -630/1000
Check failed for (fp64): alpha = -3.95212355821596; beta = -0.98803088955399; diff = 2.22044604925031e-16; -629/1000
Check failed for (fp64): alpha = -3.94584037290878; beta = -0.986460093227195; diff = 1.11022302462516e-16; -628/1000
Check failed for (fp64): alpha = -3.93327400229442; beta = -0.983318500573605; diff = 1.11022302462516e-16; -626/1000
Check failed for (fp64): alpha = -3.92699081698724; beta = -0.98174770424681; diff = 2.22044604925031e-16; -625/1000
Check failed for (fp64): alpha = -3.92070763168006; beta = -0.980176907920015; diff = 1.38777878078145e-16; -624/1000
Check failed for (fp64): alpha = -3.90185807575852; beta = -0.975464518939631; diff = 2.22044604925031e-16; -621/1000
Check failed for (fp64): alpha = -3.89557489045134; beta = -0.973893722612836; diff = 1.94289029309402e-16; -620/1000
Check failed for (fp64): alpha = -3.87044214922263; beta = -0.967610537305656; diff = 1.94289029309402e-16; -616/1000
Check failed for (fp64): alpha = -3.85787577860827; beta = -0.964468944652066; diff = 1.11022302462516e-16; -614/1000
Check failed for (fp64): alpha = -3.84530940799391; beta = -0.961327351998477; diff = 2.22044604925031e-16; -612/1000
Check failed for (fp64): alpha = -3.83902622268673; beta = -0.959756555671682; diff = 2.22044604925031e-16; -611/1000
Check failed for (fp64): alpha = -3.83274303737955; beta = -0.958185759344887; diff = 1.11022302462516e-16; -610/1000
Check failed for (fp64): alpha = -3.82017666676519; beta = -0.955044166691297; diff = 1.66533453693773e-16; -608/1000
Check failed for (fp64): alpha = -3.81389348145801; beta = -0.953473370364502; diff = 2.77555756156289e-16; -607/1000
Check failed for (fp64): alpha = -3.80761029615083; beta = -0.951902574037707; diff = 1.11022302462516e-16; -606/1000
Check failed for (fp64): alpha = -3.80132711084365; beta = -0.950331777710912; diff = 1.11022302462516e-16; -605/1000
Check failed for (fp64): alpha = -3.79504392553647; beta = -0.948760981384117; diff = 1.66533453693773e-16; -604/1000
Check failed for (fp64): alpha = -3.78876074022929; beta = -0.947190185057323; diff = 3.33066907387547e-16; -603/1000
Check failed for (fp64): alpha = -3.78247755492211; beta = -0.945619388730528; diff = 1.11022302462516e-16; -602/1000
Check failed for (fp64): alpha = -3.77619436961493; beta = -0.944048592403733; diff = 1.11022302462516e-16; -601/1000
Check failed for (fp64): alpha = -3.76362799900057; beta = -0.940906999750143; diff = 1.66533453693773e-16; -599/1000
Check failed for (fp64): alpha = -3.75734481369339; beta = -0.939336203423348; diff = 3.33066907387547e-16; -598/1000
Check failed for (fp64): alpha = -3.75106162838621; beta = -0.937765407096553; diff = 1.11022302462516e-16; -597/1000
Check failed for (fp64): alpha = -3.73849525777185; beta = -0.934623814442963; diff = 1.11022302462516e-16; -595/1000
Check failed for (fp64): alpha = -3.73221207246467; beta = -0.933053018116168; diff = 3.33066907387547e-16; -594/1000
Check failed for (fp64): alpha = -3.72592888715749; beta = -0.931482221789374; diff = 1.66533453693773e-16; -593/1000
Check failed for (fp64): alpha = -3.71964570185032; beta = -0.929911425462579; diff = 1.66533453693773e-16; -592/1000
Check failed for (fp64): alpha = -3.70707933123596; beta = -0.926769832808989; diff = 2.22044604925031e-16; -590/1000
Check failed for (fp64): alpha = -3.70079614592878; beta = -0.925199036482194; diff = 2.22044604925031e-16; -589/1000
Check failed for (fp64): alpha = -3.6945129606216; beta = -0.923628240155399; diff = 1.66533453693773e-16; -588/1000
Check failed for (fp64): alpha = -3.68194659000724; beta = -0.920486647501809; diff = 1.11022302462516e-16; -586/1000
Check failed for (fp64): alpha = -3.67566340470006; beta = -0.918915851175014; diff = 2.77555756156289e-16; -585/1000
Check failed for (fp64): alpha = -3.66938021939288; beta = -0.917345054848219; diff = 2.22044604925031e-16; -584/1000
Check failed for (fp64): alpha = -3.6630970340857; beta = -0.915774258521425; diff = 1.11022302462516e-16; -583/1000
Check failed for (fp64): alpha = -3.64424747816416; beta = -0.91106186954104; diff = 2.77555756156289e-16; -580/1000
Check failed for (fp64): alpha = -3.63796429285698; beta = -0.909491073214245; diff = 2.22044604925031e-16; -579/1000
Check failed for (fp64): alpha = -3.61911473693544; beta = -0.90477868423386; diff = 2.77555756156289e-16; -576/1000
Check failed for (fp64): alpha = -3.60654836632108; beta = -0.90163709158027; diff = 1.11022302462516e-16; -574/1000
Check failed for (fp64): alpha = -3.59398199570672; beta = -0.898495498926681; diff = 1.11022302462516e-16; -572/1000
Check failed for (fp64): alpha = -3.58769881039954; beta = -0.896924702599886; diff = 3.88578058618805e-16; -571/1000
Check failed for (fp64): alpha = -3.58141562509236; beta = -0.895353906273091; diff = 1.11022302462516e-16; -570/1000
Check failed for (fp64): alpha = -3.568849254478; beta = -0.892212313619501; diff = 2.22044604925031e-16; -568/1000
Check failed for (fp64): alpha = -3.56256606917082; beta = -0.890641517292706; diff = 2.22044604925031e-16; -567/1000
Check failed for (fp64): alpha = -3.55628288386365; beta = -0.889070720965911; diff = 2.22044604925031e-16; -566/1000
Check failed for (fp64): alpha = -3.54371651324929; beta = -0.885929128312322; diff = 1.11022302462516e-16; -564/1000
Check failed for (fp64): alpha = -3.53743332794211; beta = -0.884358331985527; diff = 1.11022302462516e-16; -563/1000
Check failed for (fp64): alpha = -3.52486695732775; beta = -0.881216739331937; diff = 3.33066907387547e-16; -561/1000
Check failed for (fp64): alpha = -3.51858377202057; beta = -0.879645943005142; diff = 2.22044604925031e-16; -560/1000
Check failed for (fp64): alpha = -3.51230058671339; beta = -0.878075146678347; diff = 1.11022302462516e-16; -559/1000
Check failed for (fp64): alpha = -3.49973421609903; beta = -0.874933554024757; diff = 2.22044604925031e-16; -557/1000
Check failed for (fp64): alpha = -3.49345103079185; beta = -0.873362757697963; diff = 2.22044604925031e-16; -556/1000
Check failed for (fp64): alpha = -3.48716784548467; beta = -0.871791961371168; diff = 1.11022302462516e-16; -555/1000
Check failed for (fp64): alpha = -3.47460147487031; beta = -0.868650368717578; diff = 1.11022302462516e-16; -553/1000
Check failed for (fp64): alpha = -3.46831828956313; beta = -0.867079572390783; diff = 3.33066907387547e-16; -552/1000
Check failed for (fp64): alpha = -3.46203510425595; beta = -0.865508776063988; diff = 3.33066907387547e-16; -551/1000
Check failed for (fp64): alpha = -3.45575191894877; beta = -0.863937979737193; diff = 1.11022302462516e-16; -550/1000
Check failed for (fp64): alpha = -3.44946873364159; beta = -0.862367183410398; diff = 1.11022302462516e-16; -549/1000
Check failed for (fp64): alpha = -3.44318554833441; beta = -0.860796387083603; diff = 2.22044604925031e-16; -548/1000
Check failed for (fp64): alpha = -3.43690236302723; beta = -0.859225590756808; diff = 3.33066907387547e-16; -547/1000
Check failed for (fp64): alpha = -3.43061917772005; beta = -0.857654794430014; diff = 1.11022302462516e-16; -546/1000
Check failed for (fp64): alpha = -3.42433599241287; beta = -0.856083998103219; diff = 2.22044604925031e-16; -545/1000
Check failed for (fp64): alpha = -3.4180528071057; beta = -0.854513201776424; diff = 1.11022302462516e-16; -544/1000
Check failed for (fp64): alpha = -3.41176962179852; beta = -0.852942405449629; diff = 4.44089209850063e-16; -543/1000
Check failed for (fp64): alpha = -3.40548643649134; beta = -0.851371609122834; diff = 1.11022302462516e-16; -542/1000
Check failed for (fp64): alpha = -3.39292006587698; beta = -0.848230016469244; diff = 2.22044604925031e-16; -540/1000
Check failed for (fp64): alpha = -3.3866368805698; beta = -0.846659220142449; diff = 1.11022302462516e-16; -539/1000
Check failed for (fp64): alpha = -3.38035369526262; beta = -0.845088423815654; diff = 3.33066907387547e-16; -538/1000
Check failed for (fp64): alpha = -3.37407050995544; beta = -0.84351762748886; diff = 2.22044604925031e-16; -537/1000
Check failed for (fp64): alpha = -3.36778732464826; beta = -0.841946831162065; diff = 1.11022302462516e-16; -536/1000
Check failed for (fp64): alpha = -3.3552209540339; beta = -0.838805238508475; diff = 2.22044604925031e-16; -534/1000
Check failed for (fp64): alpha = -3.34893776872672; beta = -0.83723444218168; diff = 3.33066907387547e-16; -533/1000
Check failed for (fp64): alpha = -3.34265458341954; beta = -0.835663645854885; diff = 1.11022302462516e-16; -532/1000
Check failed for (fp64): alpha = -3.33008821280518; beta = -0.832522053201295; diff = 1.11022302462516e-16; -530/1000
Check failed for (fp64): alpha = -3.323805027498; beta = -0.8309512568745; diff = 3.33066907387547e-16; -529/1000
Check failed for (fp64): alpha = -3.31752184219082; beta = -0.829380460547705; diff = 2.22044604925031e-16; -528/1000
Check failed for (fp64): alpha = -3.30495547157646; beta = -0.826238867894116; diff = 1.11022302462516e-16; -526/1000
Check failed for (fp64): alpha = -3.29867228626928; beta = -0.824668071567321; diff = 3.33066907387547e-16; -525/1000
Check failed for (fp64): alpha = -3.2923891009621; beta = -0.823097275240526; diff = 2.22044604925031e-16; -524/1000
Check failed for (fp64): alpha = -3.28610591565492; beta = -0.821526478913731; diff = 2.22044604925031e-16; -523/1000
Check failed for (fp64): alpha = -3.27353954504056; beta = -0.818384886260141; diff = 3.33066907387547e-16; -521/1000
Check failed for (fp64): alpha = -3.26725635973339; beta = -0.816814089933346; diff = 4.44089209850063e-16; -520/1000
Check failed for (fp64): alpha = -3.26097317442621; beta = -0.815243293606551; diff = 1.11022302462516e-16; -519/1000
Check failed for (fp64): alpha = -3.24840680381185; beta = -0.812101700952962; diff = 2.22044604925031e-16; -517/1000
Check failed for (fp64): alpha = -3.24212361850467; beta = -0.810530904626167; diff = 4.44089209850063e-16; -516/1000
Check failed for (fp64): alpha = -3.23584043319749; beta = -0.808960108299372; diff = 1.11022302462516e-16; -515/1000
Check failed for (fp64): alpha = -3.22955724789031; beta = -0.807389311972577; diff = 1.11022302462516e-16; -514/1000
Check failed for (fp64): alpha = -3.22327406258313; beta = -0.805818515645782; diff = 2.22044604925031e-16; -513/1000
Check failed for (fp64): alpha = -3.21699087727595; beta = -0.804247719318987; diff = 1.11022302462516e-16; -512/1000
Check failed for (fp64): alpha = -3.21070769196877; beta = -0.802676922992192; diff = 4.44089209850063e-16; -511/1000
Check failed for (fp64): alpha = -3.20442450666159; beta = -0.801106126665397; diff = 2.22044604925031e-16; -510/1000
Check failed for (fp64): alpha = -3.19185813604723; beta = -0.797964534011807; diff = 3.33066907387547e-16; -508/1000
Check failed for (fp64): alpha = -3.18557495074005; beta = -0.796393737685013; diff = 4.44089209850063e-16; -507/1000
Check failed for (fp64): alpha = -3.17929176543287; beta = -0.794822941358218; diff = 2.22044604925031e-16; -506/1000
Check failed for (fp64): alpha = -3.17300858012569; beta = -0.793252145031423; diff = 1.11022302462516e-16; -505/1000
Check failed for (fp64): alpha = -3.16044220951133; beta = -0.790110552377833; diff = 1.11022302462516e-16; -503/1000
Check failed for (fp64): alpha = -3.15415902420415; beta = -0.788539756051038; diff = 4.44089209850063e-16; -502/1000
Check failed for (fp64): alpha = -3.14787583889697; beta = -0.786968959724243; diff = 2.22044604925031e-16; -501/1000
Check failed for (fp64): alpha = -3.13530946828261; beta = -0.783827367070653; diff = 2.22044604925031e-16; -499/1000
Check failed for (fp64): alpha = -3.12902628297543; beta = -0.782256570743858; diff = 4.44089209850063e-16; -498/1000
Check failed for (fp64): alpha = -3.12274309766825; beta = -0.780685774417064; diff = 2.22044604925031e-16; -497/1000
Check failed for (fp64): alpha = -3.11645991236107; beta = -0.779114978090269; diff = 2.22044604925031e-16; -496/1000
Check failed for (fp64): alpha = -3.09761035643954; beta = -0.774402589109884; diff = 6.66133814775094e-16; -493/1000
Check failed for (fp64): alpha = -3.09132717113236; beta = -0.772831792783089; diff = 2.22044604925031e-16; -492/1000
Check failed for (fp64): alpha = -3.08504398582518; beta = -0.771260996456294; diff = 2.22044604925031e-16; -491/1000
Check failed for (fp64): alpha = -3.07247761521082; beta = -0.768119403802704; diff = 4.44089209850063e-16; -489/1000
Check failed for (fp64): alpha = -3.06619442990364; beta = -0.766548607475909; diff = 2.22044604925031e-16; -488/1000
Check failed for (fp64): alpha = -3.05362805928928; beta = -0.76340701482232; diff = 2.22044604925031e-16; -486/1000
Check failed for (fp64): alpha = -3.0473448739821; beta = -0.761836218495525; diff = 2.22044604925031e-16; -485/1000
Check failed for (fp64): alpha = -3.04106168867492; beta = -0.76026542216873; diff = 6.66133814775094e-16; -484/1000
Check failed for (fp64): alpha = -3.03477850336774; beta = -0.758694625841935; diff = 2.22044604925031e-16; -483/1000
Check failed for (fp64): alpha = -3.02849531806056; beta = -0.75712382951514; diff = 2.22044604925031e-16; -482/1000
Check failed for (fp64): alpha = -3.02221213275338; beta = -0.755553033188345; diff = 2.22044604925031e-16; -481/1000
Check failed for (fp64): alpha = -3.0159289474462; beta = -0.75398223686155; diff = 8.88178419700125e-16; -480/1000
Check failed for (fp64): alpha = -3.00964576213902; beta = -0.752411440534755; diff = 2.22044604925031e-16; -479/1000
Check failed for (fp64): alpha = -2.99707939152466; beta = -0.749269847881166; diff = 4.44089209850063e-16; -477/1000
Check failed for (fp64): alpha = -2.99079620621748; beta = -0.747699051554371; diff = 2.22044604925031e-16; -476/1000
Check failed for (fp64): alpha = -2.9845130209103; beta = -0.746128255227576; diff = 4.44089209850063e-16; -475/1000
Check failed for (fp64): alpha = -2.97822983560312; beta = -0.744557458900781; diff = 2.22044604925031e-16; -474/1000
Check failed for (fp64): alpha = -2.96566346498876; beta = -0.741415866247191; diff = 2.22044604925031e-16; -472/1000
Check failed for (fp64): alpha = -2.95938027968158; beta = -0.739845069920396; diff = 6.66133814775094e-16; -471/1000
Check failed for (fp64): alpha = -2.95309709437441; beta = -0.738274273593601; diff = 2.22044604925031e-16; -470/1000
Check failed for (fp64): alpha = -2.94053072376005; beta = -0.735132680940012; diff = 2.22044604925031e-16; -468/1000
Check failed for (fp64): alpha = -2.93424753845287; beta = -0.733561884613217; diff = 2.22044604925031e-16; -467/1000
Check failed for (fp64): alpha = -2.92796435314569; beta = -0.731991088286422; diff = 4.44089209850063e-16; -466/1000
Check failed for (fp64): alpha = -2.92168116783851; beta = -0.730420291959627; diff = 6.66133814775094e-16; -465/1000
Check failed for (fp64): alpha = -2.91539798253133; beta = -0.728849495632832; diff = 2.22044604925031e-16; -464/1000
Check failed for (fp64): alpha = -2.90283161191697; beta = -0.725707902979242; diff = 4.44089209850063e-16; -462/1000
Check failed for (fp64): alpha = -2.89654842660979; beta = -0.724137106652447; diff = 8.88178419700125e-16; -461/1000
Check failed for (fp64): alpha = -2.89026524130261; beta = -0.722566310325652; diff = 2.22044604925031e-16; -460/1000
Check failed for (fp64): alpha = -2.87769887068825; beta = -0.719424717672063; diff = 4.44089209850063e-16; -458/1000
Check failed for (fp64): alpha = -2.87141568538107; beta = -0.717853921345268; diff = 6.66133814775094e-16; -457/1000
Check failed for (fp64): alpha = -2.86513250007389; beta = -0.716283125018473; diff = 6.66133814775094e-16; -456/1000
Check failed for (fp64): alpha = -2.85884931476671; beta = -0.714712328691678; diff = 6.66133814775094e-16; -455/1000
Check failed for (fp64): alpha = -2.85256612945953; beta = -0.713141532364883; diff = 2.22044604925031e-16; -454/1000
Check failed for (fp64): alpha = -2.84628294415235; beta = -0.711570736038088; diff = 4.44089209850063e-16; -453/1000
Check failed for (fp64): alpha = -2.83999975884517; beta = -0.709999939711293; diff = 6.66133814775094e-16; -452/1000
Check failed for (fp64): alpha = -2.83371657353799; beta = -0.708429143384498; diff = 4.44089209850063e-16; -451/1000
Check failed for (fp64): alpha = -2.82743338823081; beta = -0.706858347057703; diff = 2.22044604925031e-16; -450/1000
Check failed for (fp64): alpha = -2.82115020292363; beta = -0.705287550730909; diff = 6.66133814775094e-16; -449/1000
Check failed for (fp64): alpha = -2.81486701761645; beta = -0.703716754404114; diff = 1.11022302462516e-15; -448/1000
Check failed for (fp64): alpha = -2.80858383230927; beta = -0.702145958077319; diff = 6.66133814775094e-16; -447/1000
Check failed for (fp64): alpha = -2.8023006470021; beta = -0.700575161750524; diff = 4.44089209850063e-16; -446/1000
Check failed for (fp64): alpha = -2.78973427638774; beta = -0.697433569096934; diff = 6.66133814775094e-16; -444/1000
Check failed for (fp64): alpha = -2.78345109108056; beta = -0.695862772770139; diff = 1.11022302462516e-15; -443/1000
Check failed for (fp64): alpha = -2.77716790577338; beta = -0.694291976443344; diff = 2.22044604925031e-16; -442/1000
Check failed for (fp64): alpha = -2.7708847204662; beta = -0.692721180116549; diff = 2.22044604925031e-16; -441/1000
Check failed for (fp64): alpha = -2.76460153515902; beta = -0.691150383789754; diff = 6.66133814775094e-16; -440/1000
Check failed for (fp64): alpha = -2.75831834985184; beta = -0.68957958746296; diff = 6.66133814775094e-16; -439/1000
Check failed for (fp64): alpha = -2.75203516454466; beta = -0.688008791136165; diff = 4.44089209850063e-16; -438/1000
Check failed for (fp64): alpha = -2.74575197923748; beta = -0.68643799480937; diff = 2.22044604925031e-16; -437/1000
Check failed for (fp64): alpha = -2.7394687939303; beta = -0.684867198482575; diff = 2.22044604925031e-16; -436/1000
Check failed for (fp64): alpha = -2.73318560862312; beta = -0.68329640215578; diff = 6.66133814775094e-16; -435/1000
Check failed for (fp64): alpha = -2.72690242331594; beta = -0.681725605828985; diff = 1.33226762955019e-15; -434/1000
Check failed for (fp64): alpha = -2.72061923800876; beta = -0.68015480950219; diff = 8.88178419700125e-16; -433/1000
Check failed for (fp64): alpha = -2.7080528673944; beta = -0.6770132168486; diff = 4.44089209850063e-16; -431/1000
Check failed for (fp64): alpha = -2.70176968208722; beta = -0.675442420521805; diff = 1.33226762955019e-15; -430/1000
Check failed for (fp64): alpha = -2.68920331147286; beta = -0.672300827868216; diff = 4.44089209850063e-16; -428/1000
Check failed for (fp64): alpha = -2.6766369408585; beta = -0.669159235214626; diff = 8.88178419700125e-16; -426/1000
Check failed for (fp64): alpha = -2.67035375555132; beta = -0.667588438887831; diff = 1.33226762955019e-15; -425/1000
Check failed for (fp64): alpha = -2.66407057024414; beta = -0.666017642561036; diff = 8.88178419700125e-16; -424/1000
Check failed for (fp64): alpha = -2.65778738493696; beta = -0.664446846234241; diff = 4.44089209850063e-16; -423/1000
Check failed for (fp64): alpha = -2.65150419962979; beta = -0.662876049907446; diff = 1.33226762955019e-15; -422/1000
Check failed for (fp64): alpha = -2.64522101432261; beta = -0.661305253580651; diff = 4.44089209850063e-16; -421/1000
Check failed for (fp64): alpha = -2.63893782901543; beta = -0.659734457253856; diff = 8.88178419700125e-16; -420/1000
Check failed for (fp64): alpha = -2.63265464370825; beta = -0.658163660927062; diff = 4.44089209850063e-16; -419/1000
Check failed for (fp64): alpha = -2.62637145840107; beta = -0.656592864600267; diff = 4.44089209850063e-16; -418/1000
Check failed for (fp64): alpha = -2.62008827309389; beta = -0.655022068273472; diff = 8.88178419700125e-16; -417/1000
Check failed for (fp64): alpha = -2.60752190247953; beta = -0.651880475619882; diff = 8.88178419700125e-16; -415/1000
Check failed for (fp64): alpha = -2.59495553186517; beta = -0.648738882966292; diff = 8.88178419700125e-16; -413/1000
Check failed for (fp64): alpha = -2.58867234655799; beta = -0.647168086639497; diff = 4.44089209850063e-16; -412/1000
Check failed for (fp64): alpha = -2.58238916125081; beta = -0.645597290312702; diff = 1.33226762955019e-15; -411/1000
Check failed for (fp64): alpha = -2.57610597594363; beta = -0.644026493985907; diff = 4.44089209850063e-16; -410/1000
Check failed for (fp64): alpha = -2.56353960532927; beta = -0.640884901332318; diff = 1.77635683940025e-15; -408/1000
Check failed for (fp64): alpha = -2.55725642002209; beta = -0.639314105005523; diff = 4.44089209850063e-16; -407/1000
Check failed for (fp64): alpha = -2.55097323471491; beta = -0.637743308678728; diff = 4.44089209850063e-16; -406/1000
Check failed for (fp64): alpha = -2.54469004940773; beta = -0.636172512351933; diff = 8.88178419700125e-16; -405/1000
Check failed for (fp64): alpha = -2.53840686410055; beta = -0.634601716025138; diff = 8.88178419700125e-16; -404/1000
Check failed for (fp64): alpha = -2.53212367879337; beta = -0.633030919698343; diff = 1.77635683940025e-15; -403/1000
Check failed for (fp64): alpha = -2.52584049348619; beta = -0.631460123371548; diff = 4.44089209850063e-16; -402/1000
Check failed for (fp64): alpha = -2.51955730817901; beta = -0.629889327044754; diff = 8.88178419700125e-16; -401/1000
Check failed for (fp64): alpha = -2.51327412287183; beta = -0.628318530717959; diff = 4.44089209850063e-16; -400/1000
Check failed for (fp64): alpha = -2.50699093756465; beta = -0.626747734391164; diff = 2.22044604925031e-15; -399/1000
Check failed for (fp64): alpha = -2.50070775225748; beta = -0.625176938064369; diff = 1.33226762955019e-15; -398/1000
Check failed for (fp64): alpha = -2.48814138164312; beta = -0.622035345410779; diff = 1.77635683940025e-15; -396/1000
Check failed for (fp64): alpha = -2.48185819633594; beta = -0.620464549083984; diff = 4.44089209850063e-16; -395/1000
Check failed for (fp64): alpha = -2.47557501102876; beta = -0.618893752757189; diff = 4.44089209850063e-16; -394/1000
Check failed for (fp64): alpha = -2.46929182572158; beta = -0.617322956430394; diff = 8.88178419700125e-16; -393/1000
Check failed for (fp64): alpha = -2.4630086404144; beta = -0.615752160103599; diff = 1.77635683940025e-15; -392/1000
Check failed for (fp64): alpha = -2.45672545510722; beta = -0.614181363776805; diff = 4.44089209850063e-16; -391/1000
Check failed for (fp64): alpha = -2.45044226980004; beta = -0.61261056745001; diff = 1.77635683940025e-15; -390/1000
Check failed for (fp64): alpha = -2.4315927138785; beta = -0.607898178469625; diff = 8.88178419700125e-16; -387/1000
Check failed for (fp64): alpha = -2.42530952857132; beta = -0.60632738214283; diff = 8.88178419700125e-16; -386/1000
Check failed for (fp64): alpha = -2.41902634326414; beta = -0.604756585816035; diff = 8.88178419700125e-16; -385/1000
Check failed for (fp64): alpha = -2.40645997264978; beta = -0.601614993162445; diff = 1.77635683940025e-15; -383/1000
Check failed for (fp64): alpha = -2.39389360203542; beta = -0.598473400508856; diff = 2.66453525910038e-15; -381/1000
Check failed for (fp64): alpha = -2.38761041672824; beta = -0.596902604182061; diff = 8.88178419700125e-16; -380/1000
Check failed for (fp64): alpha = -2.37504404611388; beta = -0.593761011528471; diff = 2.66453525910038e-15; -378/1000
Check failed for (fp64): alpha = -2.36247767549952; beta = -0.590619418874881; diff = 4.44089209850063e-15; -376/1000
Check failed for (fp64): alpha = -2.34991130488517; beta = -0.587477826221291; diff = 2.66453525910038e-15; -374/1000
Check failed for (fp64): alpha = -2.34362811957799; beta = -0.585907029894496; diff = 8.88178419700125e-16; -373/1000
Check failed for (fp64): alpha = -2.33734493427081; beta = -0.584336233567701; diff = 3.5527136788005e-15; -372/1000
Check failed for (fp64): alpha = -2.32477856365645; beta = -0.581194640914112; diff = 1.77635683940025e-15; -370/1000
Check failed for (fp64): alpha = -2.31849537834927; beta = -0.579623844587317; diff = 3.5527136788005e-15; -369/1000
Check failed for (fp64): alpha = -2.31221219304209; beta = -0.578053048260522; diff = 1.77635683940025e-15; -368/1000
Check failed for (fp64): alpha = -2.30592900773491; beta = -0.576482251933727; diff = 7.99360577730113e-15; -367/1000
Check failed for (fp64): alpha = -2.29964582242773; beta = -0.574911455606932; diff = 1.77635683940025e-15; -366/1000
Check failed for (fp64): alpha = -2.29336263712055; beta = -0.573340659280137; diff = 3.5527136788005e-15; -365/1000
Check failed for (fp64): alpha = -2.28707945181337; beta = -0.571769862953342; diff = 1.77635683940025e-15; -364/1000
Check failed for (fp64): alpha = -2.28079626650619; beta = -0.570199066626547; diff = 3.5527136788005e-15; -363/1000
Check failed for (fp64): alpha = -2.27451308119901; beta = -0.568628270299752; diff = 3.5527136788005e-15; -362/1000
Check failed for (fp64): alpha = -2.26822989589183; beta = -0.567057473972958; diff = 8.88178419700125e-16; -361/1000
Check failed for (fp64): alpha = -2.26194671058465; beta = -0.565486677646163; diff = 7.105427357601e-15; -360/1000
Check failed for (fp64): alpha = -2.25566352527747; beta = -0.563915881319368; diff = 1.77635683940025e-15; -359/1000
Check failed for (fp64): alpha = -2.24938033997029; beta = -0.562345084992573; diff = 8.88178419700125e-15; -358/1000
Check failed for (fp64): alpha = -2.24309715466311; beta = -0.560774288665778; diff = 3.5527136788005e-15; -357/1000
Check failed for (fp64): alpha = -2.23681396935593; beta = -0.559203492338983; diff = 1.06581410364015e-14; -356/1000
Check failed for (fp64): alpha = -2.23053078404875; beta = -0.557632696012188; diff = 7.105427357601e-15; -355/1000
Check failed for (fp64): alpha = -2.22424759874157; beta = -0.556061899685393; diff = 1.77635683940025e-14; -354/1000
Check failed for (fp64): alpha = -2.21796441343439; beta = -0.554491103358598; diff = 5.32907051820075e-15; -353/1000
Check failed for (fp64): alpha = -2.21168122812721; beta = -0.552920307031804; diff = 8.88178419700125e-15; -352/1000
Check failed for (fp64): alpha = -2.20539804282003; beta = -0.551349510705009; diff = 1.4210854715202e-14; -351/1000
Check failed for (fp64): alpha = -2.19283167220568; beta = -0.548207918051419; diff = 2.30926389122033e-14; -349/1000
Check failed for (fp64): alpha = -2.1865484868985; beta = -0.546637121724624; diff = 5.32907051820075e-15; -348/1000
Check failed for (fp64): alpha = -2.18026530159132; beta = -0.545066325397829; diff = 2.8421709430404e-14; -347/1000
Check failed for (fp64): alpha = -2.17398211628414; beta = -0.543495529071034; diff = 7.105427357601e-15; -346/1000
Check failed for (fp64): alpha = -2.16769893097696; beta = -0.541924732744239; diff = 3.19744231092045e-14; -345/1000
Check failed for (fp64): alpha = -2.16141574566978; beta = -0.540353936417444; diff = 1.4210854715202e-14; -344/1000
Check failed for (fp64): alpha = -2.1551325603626; beta = -0.53878314009065; diff = 1.4210854715202e-14; -343/1000
Check failed for (fp64): alpha = -2.14884937505542; beta = -0.537212343763855; diff = 8.5265128291212e-14; -342/1000
Check failed for (fp64): alpha = -2.14256618974824; beta = -0.53564154743706; diff = 3.19744231092045e-14; -341/1000
Check failed for (fp64): alpha = -2.13628300444106; beta = -0.534070751110265; diff = 4.9737991503207e-14; -340/1000
Check failed for (fp64): alpha = -2.12999981913388; beta = -0.53249995478347; diff = 1.98951966012828e-13; -339/1000
Check failed for (fp64): alpha = -2.1237166338267; beta = -0.530929158456675; diff = 7.8159700933611e-14; -338/1000
Check failed for (fp64): alpha = -2.11743344851952; beta = -0.52935836212988; diff = 3.97903932025656e-13; -337/1000
Check failed for (fp64): alpha = -2.11115026321234; beta = -0.527787565803085; diff = 4.2632564145606e-14; -336/1000
Check failed for (fp64): alpha = -2.10486707790516; beta = -0.52621676947629; diff = 2.03215222427389e-12; -335/1000
Check failed for (fp64): alpha = -2.09858389259798; beta = -0.524645973149495; diff = 5.6843418860808e-13; -334/1000
Check failed for (fp64): alpha = -2.0923007072908; beta = -0.523075176822701; diff = 7.56017470848747e-11; -333/1000
Check failed for (fp64): alpha = -2.08601752198362; beta = -0.521504380495906; diff = 3.12638803734444e-13; -332/1000
Check failed for (fp64): alpha = -2.07973433667644; beta = -0.519933584169111; diff = 5.6843418860808e-14; -331/1000
Check failed for (fp64): alpha = -2.07345115136926; beta = -0.518362787842316; diff = 6.32383034826489e-13; -330/1000
